{it}{s}	sup=80
{roll}{faster}{i}{be}{breathe}	sup=3
{roll}{faster}{than}{i}{be}	sup=3
{roll}{faster}{than}{i}{breathe}	sup=3
{roll}{faster}{than}{be}{breathe}	sup=3
{roll}{than}{i}{be}{breathe}	sup=3
{for}{this}{to}{stop}{turn}	sup=3
{for}{this}{to}{stop}{round}	sup=3
{for}{this}{to}{turn}{round}	sup=3
{for}{this}{world}{to}{stop}	sup=3
{for}{this}{world}{to}{turn}	sup=3
{for}{this}{world}{to}{round}	sup=3
{for}{this}{world}{stop}{turn}	sup=3
{for}{this}{world}{stop}{round}	sup=3
{for}{this}{world}{turn}{round}	sup=3
{for}{this}{stop}{turn}{round}	sup=3
{for}{to}{stop}{turn}{round}	sup=3
{for}{world}{to}{stop}{turn}	sup=3
{for}{world}{to}{stop}{round}	sup=3
{for}{world}{to}{turn}{round}	sup=3
{for}{world}{stop}{turn}{round}	sup=3
{he}	sup=3
{don}{t}{to}	sup=3
{don}{t}{even}	sup=3
{hand}	sup=3
{til}{i}{be}{the}{inside}	sup=3
{til}{i}{be}{burn}{inside}	sup=3
{til}{i}{be}{burn}{the}	sup=3
{til}{i}{be}{burn}{on}	sup=3
{til}{i}{be}{on}{inside}	sup=3
{til}{i}{be}{on}{the}	sup=3
{til}{i}{burn}{the}{inside}	sup=3
{til}{i}{burn}{on}{inside}	sup=3
{til}{i}{burn}{on}{the}	sup=3
{til}{i}{on}{the}{inside}	sup=3
{til}{be}{burn}{the}{inside}	sup=3
{til}{be}{burn}{on}{inside}	sup=3
{til}{be}{burn}{on}{the}	sup=3
{til}{be}{on}{the}{inside}	sup=3
{til}{burn}{on}{the}{inside}	sup=3
{only}{i}{to}{think}{about}	sup=3
{only}{i}{stop}{to}{think}	sup=3
{only}{i}{stop}{to}{about}	sup=3
{only}{i}{stop}{think}{about}	sup=3
{only}{you}	sup=3
{only}{when}{i}{to}{think}	sup=3
{only}{when}{i}{to}{about}	sup=3
{only}{when}{i}{think}{about}	sup=3
{only}{when}{i}{stop}{to}	sup=3
{only}{when}{i}{stop}{think}	sup=3
{only}{when}{i}{stop}{about}	sup=3
{with}{no}{soul}	sup=3
{until}	sup=3
{forget}{the}{i}{to}{know}	sup=3
{forget}{the}{i}{use}{to}	sup=3
{forget}{the}{i}{use}{know}	sup=3
{forget}{the}{use}{to}{know}	sup=3
{forget}{the}{life}{i}{to}	sup=3
{forget}{the}{life}{i}{use}	sup=3
{forget}{the}{life}{i}{know}	sup=3
{forget}{the}{life}{to}{know}	sup=3
{forget}{the}{life}{use}{to}	sup=3
{forget}{the}{life}{use}{know}	sup=3
{forget}{life}{i}{to}{know}	sup=3
{forget}{life}{i}{use}{to}	sup=3
{forget}{life}{i}{use}{know}	sup=3
{forget}{life}{use}{to}{know}	sup=3
{forget}{about}{i}{to}{know}	sup=3
{forget}{about}{i}{use}{to}	sup=3
{forget}{about}{i}{use}{know}	sup=3
{forget}{about}{the}{i}{to}	sup=3
{forget}{about}{the}{i}{use}	sup=3
{forget}{about}{the}{use}{to}	sup=3
{forget}{about}{the}{use}{know}	sup=3
{forget}{about}{the}{life}{i}	sup=3
{forget}{about}{the}{life}{to}	sup=3
{forget}{about}{the}{life}{use}	sup=3
{forget}{about}{life}{i}{to}	sup=3
{forget}{about}{life}{i}{use}	sup=3
{forget}{about}{life}{i}{know}	sup=3
{forget}{about}{life}{to}{know}	sup=3
{forget}{about}{life}{use}{to}	sup=3
{forget}{about}{life}{use}{know}	sup=3
{home}{home}{this}{be}{not}	sup=3
{home}{home}{this}{be}{a}	sup=3
{home}{home}{this}{be}{home}	sup=3
{home}{home}{this}{be}{a.}	sup=3
{home}{home}{this}{not}{a}	sup=3
{home}{home}{this}{not}{home}	sup=3
{home}{home}{this}{not}{a.}	sup=3
{home}{home}{this}{house}{be}	sup=3
{home}{home}{this}{house}{not}	sup=3
{home}{home}{this}{house}{a}	sup=3
{home}{home}{this}{house}{a.}	sup=3
{home}{home}{be}{not}{a}	sup=3
{home}{home}{be}{not}{home}	sup=3
{home}{home}{be}{not}{a.}	sup=3
{home}{home}{be}{home}{this}	sup=3
{home}{home}{be}{home}{home}	sup=3
{home}{home}{be}{home}{house}	sup=3
{home}{home}{be}{a.}{this}	sup=3
{home}{home}{be}{a.}{home}	sup=3
{home}{home}{house}{be}{not}	sup=3
{home}{home}{house}{be}{a}	sup=3
{home}{home}{house}{be}{home}	sup=3
{home}{home}{house}{be}{a.}	sup=3
{home}{home}{house}{not}{a}	sup=3
{home}{home}{house}{not}{home}	sup=3
{home}{home}{house}{not}{a.}	sup=3
{home}{home}{house}{a.}{this}	sup=3
{home}{home}{house}{a.}{home}	sup=3
{every}{i}	sup=3
{every}{time}	sup=3
{awake}	sup=3
{feeling}{that}{i}{get}	sup=3
{empty}	sup=3
{blame}	sup=3
{or}{we}{sit}{here}{yearning}	sup=3
{or}{do}{we}{here}{yearning}	sup=3
{or}{do}{we}{sit}{yearning}	sup=3
{or}{do}{sit}{here}{yearning}	sup=3
{remember}{i}{leave}{at}{home}	sup=3
{remember}{the}{i}{leave}{at}	sup=3
{remember}{the}{i}{leave}{home}	sup=3
{remember}{the}{i}{at}{home}	sup=3
{remember}{the}{one}{i}{leave}	sup=3
{remember}{the}{one}{i}{at}	sup=3
{remember}{the}{one}{i}{home}	sup=3
{remember}{the}{one}{leave}{at}	sup=3
{remember}{the}{one}{leave}{home}	sup=3
{remember}{the}{one}{at}{home}	sup=3
{remember}{the}{leave}{at}{home}	sup=3
{remember}{one}{i}{leave}{at}	sup=3
{remember}{one}{i}{leave}{home}	sup=3
{remember}{one}{i}{at}{home}	sup=3
{remember}{one}{leave}{at}{home}	sup=3
{everyday}	sup=3
{who}{be}	sup=3
{step}	sup=3
{create}	sup=3
{move}	sup=3
{please}{your}{back}{on}{me}	sup=3
{please}{turn}{your}{back}{me}	sup=3
{please}{turn}{your}{back}{on}	sup=3
{please}{turn}{your}{on}{me}	sup=3
{please}{turn}{back}{on}{me}	sup=3
{please}{dont}{your}{back}{me}	sup=3
{please}{dont}{your}{back}{on}	sup=3
{please}{dont}{your}{on}{me}	sup=3
{please}{dont}{back}{on}{me}	sup=3
{please}{dont}{turn}{your}{me}	sup=3
{please}{dont}{turn}{your}{back}	sup=3
{please}{dont}{turn}{your}{on}	sup=3
{please}{dont}{turn}{back}{me}	sup=3
{please}{dont}{turn}{back}{on}	sup=3
{please}{dont}{turn}{on}{me}	sup=3
{dream}	sup=3
{count}{the}{you}{have}{away}	sup=3
{count}{the}{you}{have}{go}	sup=3
{count}{the}{you}{go}{away}	sup=3
{count}{the}{since}{have}{away}	sup=3
{count}{the}{since}{have}{go}	sup=3
{count}{the}{since}{you}{have}	sup=3
{count}{the}{since}{you}{away}	sup=3
{count}{the}{since}{you}{go}	sup=3
{count}{the}{since}{go}{away}	sup=3
{count}{the}{days.}{have}{away}	sup=3
{count}{the}{days.}{have}{go}	sup=3
{count}{the}{days.}{you}{have}	sup=3
{count}{the}{days.}{you}{away}	sup=3
{count}{the}{days.}{you}{go}	sup=3
{count}{the}{days.}{since}{have}	sup=3
{count}{the}{days.}{since}{you}	sup=3
{count}{the}{days.}{since}{go}	sup=3
{count}{since}{have}{go}{away}	sup=3
{count}{since}{you}{have}{away}	sup=3
{count}{since}{you}{have}{go}	sup=3
{count}{since}{you}{go}{away}	sup=3
{count}{days.}{have}{go}{away}	sup=3
{count}{days.}{you}{have}{away}	sup=3
{count}{days.}{you}{have}{go}	sup=3
{count}{days.}{you}{go}{away}	sup=3
{count}{days.}{since}{have}{away}	sup=3
{count}{days.}{since}{have}{go}	sup=3
{count}{days.}{since}{you}{have}	sup=3
{count}{days.}{since}{you}{away}	sup=3
{count}{days.}{since}{you}{go}	sup=3
{count}{days.}{since}{go}{away}	sup=3
{i}{can}{t}{escape}{this}	sup=4
{i}{can}{t}{escape}{hell}	sup=4
{i}{can}{t}{escape}{myself}	sup=4
{i}{can}{t}{this}{hell}	sup=4
{i}{can}{t}{it}	sup=4
{i}{can}{t}{take}	sup=4
{i}{can}{escape}{this}{hell}	sup=4
{i}{can}{live}	sup=4
{i}{can}{stop}	sup=4
{i}{can}{fight}	sup=4
{i}{t}{escape}{this}{hell}	sup=4
{i}{t}{to}	sup=4
{i}{have}{escape}	sup=4
{i}{have}{try}	sup=4
{i}{try}{so}{hard}	sup=4
{i}{be}{too}{young}	sup=4
{i}{be}{in}	sup=4
{i}{be}{here}	sup=4
{i}{get}{lose}	sup=4
{i}{myself}{i}	sup=4
{i}{you}{be}	sup=4
{i}{you}{never}{tell}{me}	sup=4
{i}{see}	sup=4
{i}{will}{get}	sup=4
{i}{will}{show}	sup=4
{i}{wake}{up}{scream}	sup=4
{i}{just}{can}	sup=4
{i}{never}{know}	sup=4
{i}{want}{this}{way}	sup=4
{i}{want}{to}	sup=4
{i}{too}{much}	sup=4
{i}{that}{i}	sup=4
{i}{that}{don}{t}	sup=4
{i}{know}{you}	sup=4
{i}{know}{that}	sup=4
{i}{tell}{i}	sup=4
{i}{tell}{myself}{that}	sup=4
{i}{don}{t}{miss}{you}	sup=4
{i}{hope}	sup=4
{i}{fall}	sup=4
{i}{wish}{you}{never}{me}	sup=4
{i}{wish}{you}{never}{tell}	sup=4
{i}{wish}{you}{tell}{me}	sup=4
{i}{wish}{never}{tell}{me}	sup=4
{this}{be}{my}	sup=4
{this}{animal}{this}{animal}	sup=4
{this}{a}	sup=4
{this}{place}{be}	sup=4
{so}{many}{i}{have}{lie}	sup=4
{so}{many}{time}{i}{lie}	sup=4
{so}{many}{time}{have}{lie}	sup=4
{so}{time}{i}{have}{lie}	sup=4
{so}{real}{in}{my}{head}	sup=4
{so}{real}{these}{my}{head}	sup=4
{so}{real}{these}{in}{head}	sup=4
{so}{real}{these}{in}{my}	sup=4
{so}{real}{these}{voice}{head}	sup=4
{so}{real}{these}{voice}{my}	sup=4
{so}{real}{these}{voice}{in}	sup=4
{so}{real}{voice}{my}{head}	sup=4
{so}{real}{voice}{in}{head}	sup=4
{so}{real}{voice}{in}{my}	sup=4
{so}{these}{in}{my}{head}	sup=4
{so}{these}{voice}{my}{head}	sup=4
{so}{these}{voice}{in}{head}	sup=4
{so}{these}{voice}{in}{my}	sup=4
{so}{voice}{in}{my}{head}	sup=4
{have}{get}	sup=4
{have}{lose}	sup=4
{but}{i}{can}	sup=4
{but}{still}{inside}	sup=4
{be}{the}{i}{before}	sup=4
{be}{the}{inside}	sup=4
{be}{it}	sup=4
{be}{never}	sup=4
{be}{how}	sup=4
{be}{too}{much}	sup=4
{somebody}{get}{me}{this}{nightmare}	sup=4
{somebody}{get}{me}{through}{this}	sup=4
{somebody}{get}{me}{through}{nightmare}	sup=4
{somebody}{get}{through}{this}{nightmare}	sup=4
{somebody}{me}{this}{i}{have}	sup=4
{somebody}{me}{this}{i}{become}	sup=4
{somebody}{me}{this}{have}{become}	sup=4
{somebody}{me}{this}{animal}{i}	sup=4
{somebody}{me}{this}{animal}{have}	sup=4
{somebody}{me}{this}{animal}{become}	sup=4
{somebody}{me}{animal}{i}{have}	sup=4
{somebody}{me}{animal}{i}{become}	sup=4
{somebody}{me}{animal}{have}{become}	sup=4
{somebody}{me}{tame}{i}{have}	sup=4
{somebody}{me}{tame}{i}{become}	sup=4
{somebody}{me}{tame}{this}{i}	sup=4
{somebody}{me}{tame}{this}{have}	sup=4
{somebody}{me}{tame}{animal}{i}	sup=4
{somebody}{me}{tame}{animal}{have}	sup=4
{somebody}{me}{tame}{animal}{become}	sup=4
{somebody}{help}{this}{i}{have}	sup=4
{somebody}{help}{this}{i}{become}	sup=4
{somebody}{help}{this}{have}{become}	sup=4
{somebody}{help}{this}{animal}{i}	sup=4
{somebody}{help}{this}{animal}{have}	sup=4
{somebody}{help}{this}{animal}{become}	sup=4
{somebody}{help}{me}{this}{i}	sup=4
{somebody}{help}{me}{this}{have}	sup=4
{somebody}{help}{me}{animal}{i}	sup=4
{somebody}{help}{me}{animal}{have}	sup=4
{somebody}{help}{me}{animal}{become}	sup=4
{somebody}{help}{me}{tame}{i}	sup=4
{somebody}{help}{tame}{i}{have}	sup=4
{somebody}{help}{tame}{i}{become}	sup=4
{somebody}{help}{tame}{this}{i}	sup=4
{somebody}{help}{tame}{this}{have}	sup=4
{somebody}{help}{tame}{animal}{i}	sup=4
{somebody}{help}{tame}{animal}{have}	sup=4
{somebody}{help}{tame}{animal}{become}	sup=4
{somebody}{tame}{i}{have}{become}	sup=4
{somebody}{tame}{this}{i}{have}	sup=4
{somebody}{tame}{this}{i}{become}	sup=4
{somebody}{tame}{this}{have}{become}	sup=4
{somebody}{tame}{this}{animal}{i}	sup=4
{somebody}{tame}{this}{animal}{have}	sup=4
{somebody}{tame}{this}{animal}{become}	sup=4
{somebody}{tame}{animal}{i}{have}	sup=4
{somebody}{tame}{animal}{i}{become}	sup=4
{somebody}{tame}{animal}{have}{become}	sup=4
{me}{but}	sup=4
{me}{get}	sup=4
{me}{up}	sup=4
{if}{can}{t}{the}{way}	sup=4
{if}{can}{t}{stand}{the}	sup=4
{if}{can}{t}{stand}{way}	sup=4
{if}{can}{stand}{the}{way}	sup=4
{if}{t}{stand}{the}{way}	sup=4
{if}{you}{can}{t}{the}	sup=4
{if}{you}{can}{t}{way}	sup=4
{if}{you}{can}{t}{stand}	sup=4
{if}{you}{can}{the}{way}	sup=4
{if}{you}{can}{stand}{the}	sup=4
{if}{you}{can}{stand}{way}	sup=4
{if}{you}{t}{the}{way}	sup=4
{if}{you}{t}{stand}{the}	sup=4
{if}{you}{t}{stand}{way}	sup=4
{if}{you}{get}{if}{you}	sup=4
{if}{you}{get}{if}{to}	sup=4
{if}{you}{get}{if}{want}	sup=4
{if}{you}{get}{out}{if}	sup=4
{if}{you}{get}{out}{you}	sup=4
{if}{you}{get}{alive}{if}	sup=4
{if}{you}{get}{alive}{you}	sup=4
{if}{you}{get}{alive}{want}	sup=4
{if}{you}{to}{get}{if}	sup=4
{if}{you}{to}{out}{if}	sup=4
{if}{you}{to}{out}{you}	sup=4
{if}{you}{to}{alive}{if}	sup=4
{if}{you}{to}{alive}{you}	sup=4
{if}{you}{to}{alive}{want}	sup=4
{if}{you}{want}{get}{if}	sup=4
{if}{you}{want}{out}{if}	sup=4
{if}{you}{want}{out}{you}	sup=4
{if}{you}{stand}{the}{way}	sup=4
{if}{to}{get}{if}{you}	sup=4
{if}{to}{get}{if}{to}	sup=4
{if}{to}{get}{if}{want}	sup=4
{if}{to}{get}{out}{if}	sup=4
{if}{to}{get}{out}{you}	sup=4
{if}{to}{get}{alive}{if}	sup=4
{if}{to}{get}{alive}{you}	sup=4
{if}{to}{get}{alive}{want}	sup=4
{if}{to}{out}{if}{you}	sup=4
{if}{to}{out}{if}{to}	sup=4
{if}{to}{out}{if}{want}	sup=4
{if}{to}{out}{you}{get}	sup=4
{if}{to}{out}{you}{to}	sup=4
{if}{to}{out}{you}{want}	sup=4
{if}{to}{out}{alive}{if}	sup=4
{if}{to}{out}{alive}{you}	sup=4
{if}{to}{out}{alive}{want}	sup=4
{if}{to}{alive}{if}{you}	sup=4
{if}{to}{alive}{if}{to}	sup=4
{if}{to}{alive}{if}{want}	sup=4
{if}{to}{alive}{you}{get}	sup=4
{if}{to}{alive}{you}{to}	sup=4
{if}{to}{alive}{you}{want}	sup=4
{if}{to}{alive}{want}{get}	sup=4
{if}{to}{alive}{want}{to}	sup=4
{if}{to}{alive}{want}{out}	sup=4
{if}{want}{get}{if}{you}	sup=4
{if}{want}{get}{if}{to}	sup=4
{if}{want}{get}{if}{want}	sup=4
{if}{want}{get}{out}{if}	sup=4
{if}{want}{get}{out}{you}	sup=4
{if}{want}{get}{alive}{if}	sup=4
{if}{want}{get}{alive}{you}	sup=4
{if}{want}{get}{alive}{want}	sup=4
{if}{want}{to}{get}{if}	sup=4
{if}{want}{to}{out}{if}	sup=4
{if}{want}{to}{out}{you}	sup=4
{if}{want}{to}{alive}{if}	sup=4
{if}{want}{to}{alive}{you}	sup=4
{if}{want}{to}{alive}{want}	sup=4
{if}{want}{out}{if}{you}	sup=4
{if}{want}{out}{if}{to}	sup=4
{if}{want}{out}{if}{want}	sup=4
{if}{want}{out}{you}{get}	sup=4
{if}{want}{out}{you}{to}	sup=4
{if}{want}{out}{you}{want}	sup=4
{if}{want}{out}{alive}{if}	sup=4
{if}{want}{out}{alive}{you}	sup=4
{if}{want}{out}{alive}{want}	sup=4
{you}{t}{be}{and}{lonely}	sup=4
{you}{t}{be}{win}{lonely}	sup=4
{you}{t}{be}{scare}{and}	sup=4
{you}{t}{be}{scare}{lonely}	sup=4
{you}{t}{you}{t}{lonely}	sup=4
{you}{t}{you}{be}{lonely}	sup=4
{you}{t}{you}{win}{lonely}	sup=4
{you}{t}{even}	sup=4
{you}{t}{scare}{t}{lonely}	sup=4
{you}{t}{scare}{and}{lonely}	sup=4
{you}{t}{scare}{win}{lonely}	sup=4
{you}{be}{you}{t}{lonely}	sup=4
{you}{be}{you}{be}{lonely}	sup=4
{you}{be}{you}{win}{lonely}	sup=4
{you}{be}{win}{t}{lonely}	sup=4
{you}{be}{win}{be}{lonely}	sup=4
{you}{be}{scare}{t}{lonely}	sup=4
{you}{be}{scare}{and}{lonely}	sup=4
{you}{be}{scare}{win}{lonely}	sup=4
{you}{see}{right}{through}{me}	sup=4
{you}{your}{back}{on}{me}	sup=4
{you}{keep}{your}{back}{me}	sup=4
{you}{keep}{your}{back}{on}	sup=4
{you}{keep}{your}{on}{me}	sup=4
{you}{keep}{back}{on}{me}	sup=4
{you}{keep}{turn}{your}{me}	sup=4
{you}{keep}{turn}{your}{back}	sup=4
{you}{keep}{turn}{your}{on}	sup=4
{you}{keep}{turn}{back}{me}	sup=4
{you}{keep}{turn}{back}{on}	sup=4
{you}{keep}{turn}{on}{me}	sup=4
{you}{all}	sup=4
{you}{want}{me}{to}	sup=4
{you}{come}	sup=4
{you}{win}{t}{be}{and}	sup=4
{you}{win}{t}{and}{lonely}	sup=4
{you}{win}{t}{scare}{and}	sup=4
{you}{win}{t}{scare}{lonely}	sup=4
{you}{win}{be}{and}{lonely}	sup=4
{you}{win}{be}{win}{lonely}	sup=4
{you}{win}{be}{scare}{and}	sup=4
{you}{win}{be}{scare}{lonely}	sup=4
{you}{win}{scare}{t}{lonely}	sup=4
{you}{win}{scare}{and}{lonely}	sup=4
{you}{win}{scare}{win}{lonely}	sup=4
{you}{away}{from}{me}	sup=4
{you}{walk}	sup=4
{you}{don}	sup=4
{you}{end}	sup=4
{you}{turn}{your}{back}{me}	sup=4
{you}{turn}{your}{back}{on}	sup=4
{you}{turn}{your}{on}{me}	sup=4
{you}{turn}{back}{on}{me}	sup=4
{see}{it}	sup=4
{see}{in}	sup=4
{the}{time}{to}	sup=4
{the}{bitter}{taste}	sup=4
{the}{fire}	sup=4
{will}{you}{burn}	sup=4
{it}{this}{way}	sup=4
{it}{what}{i}{from}{you}	sup=4
{it}{what}{i}{to}{you}	sup=4
{it}{what}{i}{take}{you}	sup=4
{it}{what}{i}{take}{from}	sup=4
{it}{what}{i}{give}{you}	sup=4
{it}{what}{i}{give}{to}	sup=4
{it}{what}{take}{from}{you}	sup=4
{it}{what}{give}{to}{you}	sup=4
{it}{s}{i}{from}{you}	sup=4
{it}{s}{i}{to}{you}	sup=4
{it}{s}{i}{take}{you}	sup=4
{it}{s}{i}{take}{from}	sup=4
{it}{s}{i}{give}{you}	sup=4
{it}{s}{i}{give}{to}	sup=4
{it}{s}{what}{i}{from}	sup=4
{it}{s}{what}{i}{to}	sup=4
{it}{s}{what}{i}{take}	sup=4
{it}{s}{what}{i}{give}	sup=4
{it}{s}{what}{from}{you}	sup=4
{it}{s}{what}{to}{you}	sup=4
{it}{s}{what}{take}{you}	sup=4
{it}{s}{what}{take}{from}	sup=4
{it}{s}{what}{give}{you}	sup=4
{it}{s}{what}{give}{to}	sup=4
{it}{s}{not}{i}{from}	sup=4
{it}{s}{not}{i}{to}	sup=4
{it}{s}{not}{i}{take}	sup=4
{it}{s}{not}{i}{give}	sup=4
{it}{s}{not}{what}{from}	sup=4
{it}{s}{not}{what}{to}	sup=4
{it}{s}{not}{what}{take}	sup=4
{it}{s}{not}{what}{give}	sup=4
{it}{s}{not}{take}{you}	sup=4
{it}{s}{not}{take}{from}	sup=4
{it}{s}{not}{give}{you}	sup=4
{it}{s}{not}{give}{to}	sup=4
{it}{s}{all}{for}{you}	sup=4
{it}{s}{all}{over}{you}	sup=4
{it}{s}{over}{for}{you}	sup=4
{it}{not}{i}{from}{you}	sup=4
{it}{not}{i}{to}{you}	sup=4
{it}{not}{i}{take}{you}	sup=4
{it}{not}{i}{take}{from}	sup=4
{it}{not}{i}{give}{you}	sup=4
{it}{not}{i}{give}{to}	sup=4
{it}{not}{what}{i}{from}	sup=4
{it}{not}{what}{i}{to}	sup=4
{it}{not}{what}{i}{take}	sup=4
{it}{not}{what}{i}{give}	sup=4
{it}{not}{what}{from}{you}	sup=4
{it}{not}{what}{to}{you}	sup=4
{it}{not}{what}{take}{you}	sup=4
{it}{not}{what}{take}{from}	sup=4
{it}{not}{what}{give}{you}	sup=4
{it}{not}{what}{give}{to}	sup=4
{it}{not}{take}{from}{you}	sup=4
{it}{not}{give}{to}{you}	sup=4
{it}{all}{over}{for}{you}	sup=4
{s}{me}	sup=4
{wake}{me}	sup=4
{let}{get}	sup=4
{thing}	sup=4
{and}{i}{t}	sup=4
{and}{if}	sup=4
{and}{save}{myself}{before}{i.}	sup=4
{never}{want}	sup=4
{never}{think}	sup=4
{how}{to}	sup=4
{to}{make}	sup=4
{to}{live}	sup=4
{as}	sup=4
{all}{time}	sup=4
{all}{have}	sup=4
{now}{i}{be}	sup=4
{disgrace}	sup=4
{waste}{away}	sup=4
{my}{be}	sup=4
{my}{mind}	sup=4
{make}{you}	sup=4
{make}{the}	sup=4
{take}{yourself}{to}{high}{place}	sup=4
{we}{be}{we}	sup=4
{we}{know}	sup=4
{come}{back}	sup=4
{come}{down}	sup=4
{a}{world}	sup=4
{that}{i}{have}	sup=4
{that}{i}{get}	sup=4
{that}{i}{don}{t}{you}	sup=4
{know}{what}	sup=4
{know}{know}{know}{know}	sup=4
{somewhere}	sup=4
{someone}{s}	sup=4
{in}{the}{beginning}	sup=4
{in}{my}{time}{of}{die}	sup=4
{way}{be}	sup=4
{live}{in}{fear}	sup=4
{something}	sup=4
{feel}{alive}	sup=4
{do}{you}{ever}	sup=4
{fly}	sup=4
{day}	sup=4
{when}{you}{be}{beside}{me}	sup=4
{walk}{away}	sup=4
{for}{this}	sup=4
{fade}	sup=4
{don}{t}{know}	sup=4
{cause}{you}{be}{run}{away}	sup=4
{cause}{it}{s}{not}{too}	sup=4
{cause}{it}{s}{not}{late}	sup=4
{cause}{it}{s}{too}{late}	sup=4
{cause}{it}{not}{too}{late}	sup=4
{cause}{s}{not}{too}{late}	sup=4
{only}{stop}{to}{think}{about}	sup=4
{only}{when}{to}{think}{about}	sup=4
{only}{when}{stop}{to}{think}	sup=4
{only}{when}{stop}{to}{about}	sup=4
{only}{when}{stop}{think}{about}	sup=4
{forget}{the}{i}{leave}{at}	sup=4
{forget}{the}{i}{leave}{home}	sup=4
{forget}{the}{i}{at}{home}	sup=4
{forget}{the}{one}{i}{leave}	sup=4
{forget}{the}{one}{i}{at}	sup=4
{forget}{the}{one}{i}{home}	sup=4
{forget}{the}{one}{leave}{at}	sup=4
{forget}{the}{one}{leave}{home}	sup=4
{forget}{the}{one}{at}{home}	sup=4
{forget}{the}{leave}{at}{home}	sup=4
{forget}{one}{i}{leave}{at}	sup=4
{forget}{one}{i}{leave}{home}	sup=4
{forget}{one}{i}{at}{home}	sup=4
{forget}{one}{leave}{at}{home}	sup=4
{forget}{about}{i}{leave}{at}	sup=4
{forget}{about}{i}{leave}{home}	sup=4
{forget}{about}{i}{at}{home}	sup=4
{forget}{about}{the}{i}{leave}	sup=4
{forget}{about}{the}{i}{know}	sup=4
{forget}{about}{the}{i}{at}	sup=4
{forget}{about}{the}{i}{home}	sup=4
{forget}{about}{the}{one}{i}	sup=4
{forget}{about}{the}{one}{leave}	sup=4
{forget}{about}{the}{one}{at}	sup=4
{forget}{about}{the}{leave}{at}	sup=4
{forget}{about}{the}{leave}{home}	sup=4
{forget}{about}{one}{i}{leave}	sup=4
{forget}{about}{one}{i}{at}	sup=4
{forget}{about}{one}{i}{home}	sup=4
{forget}{about}{one}{leave}{at}	sup=4
{forget}{about}{one}{leave}{home}	sup=4
{forget}{about}{one}{at}{home}	sup=4
{forget}{about}{life}	sup=4
{every}{we}	sup=4
{begin}	sup=4
{hear}{it}	sup=4
{us}	sup=4
{without}{you}	sup=4
{maybe}{will}{it}{all}{around}	sup=4
{maybe}{will}{turn}{it}{all}	sup=4
{maybe}{will}{turn}{it}{around}	sup=4
{maybe}{will}{turn}{all}{around}	sup=4
{maybe}{we}{will}{it}{all}	sup=4
{maybe}{we}{will}{it}{around}	sup=4
{maybe}{we}{will}{all}{around}	sup=4
{maybe}{we}{will}{turn}{it}	sup=4
{maybe}{we}{will}{turn}{all}	sup=4
{maybe}{we}{will}{turn}{around}	sup=4
{maybe}{we}{it}{all}{around}	sup=4
{maybe}{we}{turn}{it}{all}	sup=4
{maybe}{we}{turn}{it}{around}	sup=4
{maybe}{we}{turn}{all}{around}	sup=4
{maybe}{turn}{it}{all}{around}	sup=4
{t.}	sup=4
{seem}{be}	sup=4
{hurt}	sup=4
{scared}{and}{lonely}	sup=4
{will}	sup=84
{i}{i}{know}	sup=5
{i}{can}{it}	sup=5
{i}{this}	sup=5
{i}{have}{have}	sup=5
{i}{be}{not}{the}	sup=5
{i}{still}	sup=5
{i}{you}{me}	sup=5
{i}{you}{down}{i}{will}	sup=5
{i}{will}{you}{i}{will}	sup=5
{i}{will}{you}{down}{i}	sup=5
{i}{will}{you}{down}{will}	sup=5
{i}{will}{let}{i}{will}	sup=5
{i}{will}{let}{you}{i}	sup=5
{i}{will}{let}{you}{will}	sup=5
{i}{will}{let}{down}{i}	sup=5
{i}{will}{let}{down}{will}	sup=5
{i}{will}{down}{i}{will}	sup=5
{i}{from}	sup=5
{i}{let}{you}{i}{will}	sup=5
{i}{let}{you}{down}{i}	sup=5
{i}{let}{you}{down}{will}	sup=5
{i}{let}{down}{i}{will}	sup=5
{i}{to}{it}	sup=5
{i}{up}	sup=5
{i}{think}{about}	sup=5
{i}{make}	sup=5
{i}{feel}{like}	sup=5
{i}{do}	sup=5
{i}{when}	sup=5
{i}{don}{t}{want}	sup=5
{i}{stay}	sup=5
{i}{miss}{you}	sup=5
{i}{wait}{for}{you}{to}	sup=5
{i}{mean}	sup=5
{i}{hear}	sup=5
{can}{t}{this}	sup=5
{t}{and}	sup=5
{t}{know}	sup=5
{t}{even}	sup=5
{this}{to}	sup=5
{this}{place}	sup=5
{so}{i}{for}{you}{to}	sup=5
{so}{i}{wait}{you}{to}	sup=5
{so}{i}{wait}{for}{you}	sup=5
{so}{i}{wait}{for}{to}	sup=5
{so}{up}	sup=5
{so}{now}	sup=5
{so}{on}	sup=5
{so}{wait}{for}{you}{to}	sup=5
{have}{it}	sup=5
{have}{leave}	sup=5
{but}{i}{t}	sup=5
{but}{still}	sup=5
{but}{you}{be}{run}{away}	sup=5
{be}{i}	sup=5
{be}{learn}	sup=5
{still}{you}{wonder}{why}	sup=5
{get}{me}	sup=5
{get}{to}	sup=5
{me}{i}	sup=5
{what}{to}	sup=5
{what}{we}	sup=5
{you}{i}{could}{be}{you}	sup=5
{you}{i}{could}{be}{just}	sup=5
{you}{i}{could}{be}{like}	sup=5
{you}{i}{could}{just}{you}	sup=5
{you}{i}{could}{just}{like}	sup=5
{you}{i}{could}{like}{you}	sup=5
